Mental Health Issue,HIV/AIDS,Tobacco Use,Alcohol Use,Access to Mental Health Services,Access to SRH Education,Physical Activity,Overweight/Obesity,Age Group,Education Level,Coping Mechanism
0.25,0.016,0.07,0.07,0.031,0.59,0.34,0.14,21-25,No Formal Education,Socializing
0.26,0.022,0.14,0.16,0.007,0.54,0.28,0.13,15-20,Primary,Substance Use
0.24,0.023,0.14,0.23,0.036,0.56,0.51,0.08,21-25,Secondary,Seeking Help
0.35,0.02,0.12,0.14,0.044,0.59,0.21,0.16,15-20,Secondary,Socializing
0.45,0.025,0.09,0.23,0.052,0.55,0.53,0.03,15-20,Primary,Socializing
0.29,0.026,0.1,0.02,0.034,0.61,0.3,0.1,15-20,Secondary,Seeking Help
0.43,0.018,0.1,0.1,0.047,0.63,0.23,0.06,21-25,Secondary,Exercise
0.24,0.018,0.14,0.11,0.07,0.64,0.36,0.06,26-30,Secondary,Socializing
0.42,0.019,0.14,0.15,0.06,0.73,0.45,0.16,21-25,Primary,Socializing
0.37,0.028,0.08,0.16,0.058,0.49,0.41,0.1,26-30,Tertiary,Exercise
0.19,0.027,0.12,0.22,0.0,0.58,0.27,0.12,26-30,Primary,Exercise
0.36,0.025,0.19,0.2,0.04,0.58,0.37,0.07,15-20,Secondary,Seeking Help
0.29,0.019,0.12,0.15,0.087,0.43,0.44,0.09,21-25,Secondary,Exercise
0.41,0.022,0.1,0.17,0.058,0.68,0.39,0.05,26-30,Secondary,Socializing
0.37,0.017,0.11,0.15,0.034,0.66,0.27,0.17,15-20,Secondary,Seeking Help
0.29,0.014,0.05,0.23,0.038,0.75,0.48,0.13,21-25,Secondary,Exercise
0.24,0.019,0.1,0.08,0.064,0.72,0.32,0.13,15-20,Secondary,Isolation
0.28,0.025,0.12,0.2,0.038,0.6,0.21,0.08,21-25,Secondary,Exercise
0.32,0.021,0.14,0.18,0.074,0.54,0.43,0.19,15-20,Tertiary,Seeking Help
0.36,0.021,0.05,0.06,0.036,0.59,0.67,0.02,21-25,Secondary,Seeking Help
0.35,0.018,0.16,0.07,0.05,0.62,0.37,0.12,21-25,Secondary,Seeking Help
0.27,0.024,0.12,0.18,0.078,0.56,0.44,0.09,26-30,Primary,Seeking Help
0.18,0.027,0.1,0.15,0.067,0.7,0.54,0.1,15-20,Secondary,Socializing
0.34,0.026,0.12,0.21,0.072,0.74,0.33,0.09,21-25,Primary,Exercise
0.36,0.024,0.14,0.1,0.056,0.65,0.42,0.02,15-20,Secondary,Exercise
0.31,0.013,0.15,0.13,0.046,0.48,0.34,0.06,21-25,Primary,Socializing
0.07,0.008,0.11,0.18,0.066,0.56,0.31,0.18,15-20,Primary,Substance Use
0.28,0.021,0.14,0.12,0.085,0.62,0.23,0.06,21-25,No Formal Education,Isolation
0.14,0.021,0.14,0.08,0.048,0.77,0.47,0.11,21-25,Primary,Seeking Help
0.34,0.009,0.09,0.11,0.042,0.53,0.25,0.07,15-20,Secondary,Seeking Help
0.15,0.016,0.1,0.1,0.049,0.58,0.43,0.09,15-20,Secondary,Seeking Help
0.32,0.028,0.12,0.14,0.03,0.67,0.41,0.09,15-20,Tertiary,Exercise
0.31,0.022,0.14,0.17,0.029,0.68,0.23,0.03,15-20,Secondary,Exercise
0.4,0.019,0.1,0.14,0.041,0.57,0.52,0.15,15-20,Secondary,Exercise
0.3,0.019,0.14,0.16,0.056,0.47,0.23,0.2,15-20,Tertiary,Isolation
0.33,0.021,0.09,0.24,0.035,0.6,0.48,0.14,15-20,Secondary,Seeking Help
0.32,0.018,0.14,0.13,0.036,0.37,0.15,0.05,15-20,Secondary,Seeking Help
0.3,0.021,0.08,0.09,0.048,0.6,0.39,0.19,26-30,Secondary,Socializing
0.4,0.019,0.16,0.19,0.068,0.39,0.43,0.2,15-20,Secondary,Exercise
0.41,0.021,0.08,0.13,0.079,0.6,0.38,0.08,15-20,Secondary,Socializing
0.25,0.019,0.13,0.12,0.032,0.54,0.57,0.13,15-20,Tertiary,Socializing
0.23,0.009,0.11,0.19,0.079,0.58,0.59,0.17,26-30,Tertiary,Socializing
0.35,0.021,0.1,0.1,0.04,0.6,0.48,0.16,15-20,Tertiary,Socializing
0.3,0.025,0.15,0.15,0.087,0.88,0.53,0.11,15-20,Secondary,Isolation
0.29,0.02,0.14,0.12,0.071,0.46,0.23,0.13,15-20,Secondary,Exercise
0.16,0.017,0.12,0.12,0.043,0.71,0.3,0.07,26-30,Primary,Seeking Help
0.41,0.025,0.13,0.24,0.034,0.5,0.43,0.08,21-25,Secondary,Isolation
0.16,0.021,0.17,0.06,0.034,0.55,0.31,0.12,21-25,No Formal Education,Seeking Help
0.27,0.02,0.07,0.14,0.031,0.56,0.23,0.08,21-25,Secondary,Seeking Help
0.23,0.019,0.04,0.21,0.087,0.54,0.55,0.2,21-25,Secondary,Isolation
0.17,0.014,0.11,0.09,0.047,0.6,0.39,0.09,15-20,Secondary,Socializing
0.56,0.018,0.11,0.1,0.022,0.67,0.18,0.09,21-25,Primary,Isolation
0.26,0.026,0.14,0.11,0.02,0.49,0.49,0.08,21-25,Secondary,Seeking Help
0.3,0.019,0.13,0.19,0.053,0.52,0.39,0.06,15-20,Secondary,Socializing
0.47,0.017,0.12,0.1,0.04,0.55,0.25,0.14,15-20,No Formal Education,Substance Use
0.34,0.022,0.09,0.13,0.077,0.61,0.41,0.04,26-30,Secondary,Socializing
0.29,0.026,0.13,0.06,0.043,0.63,0.32,0.03,15-20,Secondary,Seeking Help
0.27,0.019,0.15,0.16,0.046,0.8,0.44,0.05,15-20,Primary,Seeking Help
0.28,0.02,0.13,0.16,0.049,0.71,0.38,0.11,21-25,No Formal Education,Isolation
0.42,0.024,0.12,0.2,0.064,0.68,0.39,0.1,15-20,Secondary,Isolation
0.38,0.023,0.15,0.15,0.055,0.41,0.46,0.02,21-25,No Formal Education,Seeking Help
0.24,0.021,0.12,0.22,0.067,0.6,0.27,0.07,21-25,No Formal Education,Seeking Help
0.23,0.014,0.12,0.06,0.082,0.73,0.44,0.09,21-25,Secondary,Exercise
0.43,0.021,0.14,0.12,0.039,0.75,0.47,0.09,21-25,Primary,Exercise
0.26,0.026,0.12,0.17,0.047,0.54,0.28,0.09,15-20,Secondary,Socializing
0.45,0.015,0.11,0.11,0.057,0.49,0.41,0.14,21-25,Secondary,Socializing
0.13,0.019,0.16,0.11,0.07,0.54,0.46,0.08,15-20,Secondary,Exercise
0.43,0.02,0.09,0.1,0.072,0.75,0.54,0.12,26-30,No Formal Education,Isolation
0.32,0.021,0.12,0.16,0.075,0.59,0.35,0.02,26-30,Tertiary,Seeking Help
0.32,0.024,0.09,0.18,0.03,0.59,0.37,0.11,15-20,Tertiary,Substance Use
0.38,0.016,0.11,0.17,0.055,0.47,0.5,0.16,15-20,No Formal Education,Seeking Help
0.25,0.012,0.13,0.14,0.002,0.59,0.49,0.01,15-20,Primary,Isolation
0.38,0.018,0.11,0.16,0.051,0.75,0.35,0.1,15-20,Tertiary,Exercise
0.41,0.021,0.16,0.25,0.072,0.67,0.33,0.06,21-25,No Formal Education,Seeking Help
0.21,0.02,0.08,0.1,0.018,0.56,0.45,0.1,26-30,Secondary,Socializing
0.34,0.024,0.13,0.12,0.061,0.34,0.43,0.04,26-30,Primary,Socializing
0.32,0.024,0.13,0.17,0.044,0.6,0.29,0.03,26-30,Secondary,Socializing
0.19,0.014,0.13,0.11,0.06,0.61,0.47,0.07,15-20,Tertiary,Substance Use
0.24,0.022,0.16,0.13,0.051,0.48,0.23,0.06,21-25,Secondary,Socializing
0.29,0.015,0.15,0.16,0.052,0.69,0.37,0.02,26-30,Primary,Isolation
0.29,0.013,0.07,0.2,0.042,0.64,0.54,0.16,26-30,Secondary,Exercise
0.21,0.024,0.15,0.16,0.056,0.52,0.24,0.07,26-30,Secondary,Isolation
0.37,0.023,0.13,0.21,0.062,0.44,0.49,0.15,15-20,Secondary,Seeking Help
0.46,0.014,0.13,0.08,0.046,0.74,0.25,0.04,15-20,Primary,Isolation
0.36,0.019,0.1,0.17,0.021,0.66,0.4,0.15,21-25,Primary,Seeking Help
0.36,0.026,0.11,0.07,0.06,0.5,0.53,0.07,26-30,Primary,Isolation
0.49,0.019,0.12,0.05,0.088,0.48,0.37,0.2,15-20,Secondary,Socializing
0.32,0.019,0.1,0.14,0.044,0.59,0.5,0.11,15-20,Primary,Seeking Help
0.3,0.028,0.1,0.17,0.04,0.65,0.46,0.16,15-20,Secondary,Substance Use
0.54,0.023,0.12,0.16,0.065,0.53,0.39,0.08,26-30,Secondary,Seeking Help
0.43,0.023,0.13,0.13,0.032,0.6,0.43,0.04,15-20,Primary,Substance Use
0.35,0.017,0.18,0.14,0.047,0.69,0.37,0.07,26-30,Secondary,Seeking Help
0.28,0.015,0.12,0.14,0.042,0.65,0.44,0.08,15-20,Secondary,Exercise
0.37,0.023,0.19,0.11,0.049,0.6,0.17,0.07,15-20,Primary,Isolation
0.19,0.015,0.12,0.06,0.041,0.59,0.4,0.11,26-30,Primary,Seeking Help
0.29,0.023,0.11,0.13,0.053,0.5,0.56,0.1,21-25,Primary,Seeking Help
0.27,0.023,0.12,0.15,0.06,0.55,0.44,0.11,15-20,No Formal Education,Exercise
0.29,0.016,0.08,0.17,0.059,0.66,0.52,0.11,15-20,Secondary,Socializing
0.38,0.015,0.11,0.14,0.065,0.41,0.36,0.04,26-30,Secondary,Socializing
0.16,0.021,0.12,0.29,0.071,0.69,0.5,0.06,21-25,Primary,Seeking Help
0.42,0.013,0.15,0.13,0.074,0.61,0.22,0.06,26-30,Secondary,Socializing
0.25,0.031,0.07,0.13,0.046,0.48,0.5,0.14,26-30,Secondary,Isolation
0.31,0.027,0.15,0.11,0.025,0.49,0.3,0.05,15-20,Primary,Isolation
0.34,0.027,0.17,0.16,0.046,0.62,0.2,0.15,26-30,No Formal Education,Isolation
0.28,0.02,0.11,0.17,0.039,0.6,0.39,0.15,21-25,Secondary,Exercise
0.26,0.015,0.07,0.23,0.029,0.61,0.35,0.12,21-25,Secondary,Substance Use
0.26,0.011,0.07,0.22,0.07,0.59,0.45,0.1,15-20,Secondary,Isolation
0.44,0.012,0.07,0.13,0.056,0.72,0.29,0.11,21-25,No Formal Education,Isolation
0.3,0.025,0.15,0.2,0.03,0.6,0.39,0.2,21-25,No Formal Education,Socializing
0.34,0.027,0.13,0.13,0.088,0.66,0.1,0.09,21-25,Secondary,Socializing
0.27,0.013,0.13,0.16,0.073,0.7,0.33,0.01,15-20,Tertiary,Socializing
0.3,0.023,0.08,0.1,0.062,0.6,0.34,0.09,15-20,No Formal Education,Socializing
0.21,0.034,0.14,0.21,0.055,0.57,0.3,0.1,21-25,Secondary,Substance Use
0.21,0.021,0.1,0.09,0.049,0.88,0.32,0.17,26-30,Secondary,Seeking Help
0.25,0.017,0.11,0.11,0.055,0.72,0.39,0.16,15-20,Primary,Exercise
0.39,0.019,0.15,0.11,0.043,0.56,0.46,0.09,26-30,Secondary,Seeking Help
0.23,0.02,0.13,0.18,0.03,0.64,0.3,0.06,26-30,Secondary,Exercise
0.2,0.019,0.11,0.11,0.035,0.61,0.41,0.18,15-20,Primary,Substance Use
0.41,0.018,0.1,0.07,0.025,0.65,0.38,0.09,21-25,No Formal Education,Substance Use
0.17,0.01,0.13,0.22,0.054,0.64,0.49,0.07,21-25,Secondary,Substance Use
0.13,0.021,0.17,0.14,0.062,0.37,0.41,0.17,21-25,Secondary,Seeking Help
0.18,0.025,0.15,0.22,0.023,0.44,0.42,0.07,26-30,Secondary,Seeking Help
0.22,0.024,0.11,0.16,0.056,0.62,0.2,0.09,21-25,Primary,Socializing
0.22,0.011,0.09,0.1,0.073,0.65,0.43,0.11,26-30,Secondary,Substance Use
0.37,0.023,0.17,0.05,0.072,0.55,0.36,0.01,15-20,Secondary,Isolation
0.33,0.021,0.15,0.23,0.091,0.52,0.3,0.08,26-30,Secondary,Exercise
0.29,0.016,0.15,0.16,0.031,0.47,0.44,0.11,21-25,Primary,Seeking Help
0.33,0.02,0.13,0.23,0.043,0.38,0.2,0.13,21-25,Tertiary,Socializing
0.33,0.017,0.12,0.13,0.042,0.66,0.43,0.16,21-25,Tertiary,Seeking Help
0.35,0.024,0.13,0.09,0.055,0.59,0.49,0.1,21-25,Secondary,Substance Use
0.41,0.02,0.12,0.11,0.059,0.66,0.4,0.12,21-25,No Formal Education,Seeking Help
0.43,0.023,0.12,0.16,0.013,0.76,0.37,0.2,15-20,Secondary,Exercise
0.31,0.023,0.13,0.15,0.066,0.51,0.47,0.14,21-25,Tertiary,Isolation
0.37,0.015,0.15,0.15,0.052,0.58,0.57,0.07,21-25,Primary,Seeking Help
0.1,0.015,0.12,0.14,0.066,0.51,0.27,0.07,21-25,Secondary,Socializing
0.36,0.017,0.1,0.17,0.07,0.43,0.39,0.15,21-25,Primary,Exercise
0.47,0.019,0.12,0.14,0.021,0.57,0.48,-0.0,15-20,Secondary,Seeking Help
0.26,0.027,0.12,0.19,0.055,0.72,0.27,0.07,21-25,No Formal Education,Seeking Help
0.28,0.021,0.1,0.14,0.014,0.49,0.56,0.09,21-25,Primary,Seeking Help
0.23,0.022,0.1,0.17,0.077,0.62,0.32,0.07,15-20,Tertiary,Exercise
0.29,0.021,0.09,0.2,0.069,0.48,0.47,0.07,15-20,No Formal Education,Isolation
0.04,0.026,0.19,0.17,0.035,0.52,0.29,0.11,21-25,Secondary,Seeking Help
0.32,0.02,0.14,0.13,0.045,0.63,0.28,0.15,26-30,Secondary,Seeking Help
0.28,0.018,0.13,0.15,0.038,0.77,0.44,0.11,21-25,Tertiary,Seeking Help
0.48,0.018,0.12,0.17,0.072,0.73,0.35,0.14,26-30,Secondary,Socializing
0.19,0.025,0.17,0.12,0.035,0.6,0.34,0.01,26-30,No Formal Education,Seeking Help
0.4,0.031,0.07,0.13,0.024,0.52,0.37,0.19,21-25,Secondary,Socializing
0.35,0.019,0.13,0.16,0.023,0.61,0.38,0.2,21-25,Primary,Socializing
0.2,0.019,0.13,0.13,0.042,0.44,0.57,0.08,21-25,Tertiary,Seeking Help
0.26,0.019,0.08,0.31,0.03,0.66,0.46,0.06,21-25,Secondary,Isolation
0.43,0.018,0.16,0.11,0.038,0.58,0.47,0.14,15-20,Tertiary,Seeking Help
0.06,0.026,0.13,0.11,0.084,0.75,0.59,0.1,21-25,Primary,Seeking Help
0.29,0.024,0.11,0.12,0.02,0.66,0.57,0.01,21-25,No Formal Education,Exercise
0.34,0.021,0.09,0.22,0.056,0.59,0.37,0.07,26-30,Secondary,Isolation
0.34,0.025,0.11,0.18,0.071,0.69,0.38,0.09,21-25,Tertiary,Socializing
0.37,0.025,0.13,0.16,0.034,0.46,0.43,0.16,26-30,Secondary,Socializing
0.25,0.019,0.14,0.15,0.059,0.43,0.41,0.19,21-25,Secondary,Substance Use
0.31,0.018,0.1,0.15,0.042,0.7,0.5,0.14,15-20,Secondary,Substance Use
0.21,0.008,0.17,0.1,0.065,0.57,0.58,0.08,21-25,No Formal Education,Socializing
0.25,0.028,0.14,0.14,0.027,0.52,0.43,0.09,15-20,Secondary,Exercise
0.36,0.016,0.14,0.18,0.053,0.69,0.33,0.15,15-20,Primary,Seeking Help
0.4,0.022,0.14,0.13,0.021,0.75,0.4,0.18,15-20,Secondary,Isolation
0.19,0.029,0.1,0.12,0.066,0.52,0.45,0.11,21-25,Secondary,Socializing
0.32,0.015,0.05,0.15,0.041,0.57,0.34,0.13,26-30,Secondary,Seeking Help
0.4,0.022,0.13,0.08,0.109,0.69,0.59,0.1,15-20,Tertiary,Socializing
0.19,0.023,0.09,-0.0,0.025,0.56,0.47,0.16,15-20,Primary,Isolation
0.34,0.024,0.13,0.13,0.041,0.53,0.48,0.11,26-30,Secondary,Socializing
0.25,0.021,0.14,0.18,0.058,0.45,0.46,0.09,26-30,Secondary,Exercise
0.28,0.016,0.06,-0.0,0.047,0.55,0.39,0.14,26-30,Secondary,Seeking Help
0.37,0.025,0.12,0.13,0.025,0.61,0.28,0.04,21-25,Secondary,Seeking Help
0.2,0.015,0.14,0.25,0.044,0.42,0.26,0.13,15-20,No Formal Education,Seeking Help
0.2,0.026,0.18,0.09,0.034,0.52,0.3,0.11,21-25,Tertiary,Substance Use
0.31,0.023,0.13,0.09,0.05,0.67,0.35,0.08,21-25,Primary,Isolation
0.53,0.017,0.15,0.24,0.083,0.55,0.36,0.1,26-30,Primary,Seeking Help
0.26,0.017,0.1,0.08,0.032,0.72,0.4,0.1,21-25,Secondary,Isolation
0.45,0.014,0.2,0.13,0.085,0.6,0.47,0.04,26-30,Primary,Seeking Help
0.36,0.021,0.1,0.15,0.048,0.85,0.51,0.02,21-25,Secondary,Socializing
0.5,0.011,0.04,0.15,0.031,0.53,0.43,0.11,21-25,Secondary,Socializing
0.22,0.013,0.14,0.16,0.057,0.76,0.48,0.11,15-20,Secondary,Seeking Help
0.48,0.026,0.11,0.17,0.059,0.61,0.37,0.05,26-30,No Formal Education,Seeking Help
0.25,0.02,0.17,0.13,0.07,0.57,0.48,0.01,15-20,Tertiary,Isolation
0.37,0.025,0.08,0.17,0.088,0.64,0.39,0.13,21-25,Secondary,Exercise
0.37,0.016,0.1,0.18,0.05,0.52,0.31,0.07,15-20,Secondary,Exercise
0.67,0.023,0.13,0.12,0.061,0.63,0.28,0.08,15-20,Secondary,Socializing
0.35,0.019,0.14,0.22,0.058,0.64,0.35,0.1,21-25,Primary,Socializing
0.29,0.015,0.13,0.19,0.011,0.74,0.52,0.0,26-30,Secondary,Seeking Help
0.21,0.017,0.12,0.06,0.054,0.71,0.32,0.12,21-25,Secondary,Isolation
0.21,0.017,0.13,0.17,0.087,0.76,0.51,0.09,21-25,Secondary,Exercise
0.25,0.024,0.08,0.1,0.058,0.58,0.49,0.07,21-25,Secondary,Isolation
0.27,0.021,0.09,0.12,0.009,0.69,0.43,0.13,15-20,Tertiary,Seeking Help
0.28,0.031,0.04,0.07,0.066,0.53,0.42,0.13,15-20,No Formal Education,Socializing
0.32,0.023,0.13,0.23,0.096,0.6,0.43,0.1,21-25,Tertiary,Seeking Help
0.35,0.015,0.1,0.16,0.033,0.71,0.36,0.09,15-20,Secondary,Socializing
0.25,0.012,0.08,0.21,0.049,0.56,0.41,0.21,15-20,Secondary,Isolation
0.34,0.029,0.04,0.08,0.036,0.69,0.61,0.07,15-20,Secondary,Socializing
0.4,0.017,0.12,0.14,0.013,0.6,0.42,0.11,15-20,Secondary,Exercise
0.36,0.02,0.08,0.17,0.03,0.59,0.55,0.12,26-30,Secondary,Isolation
0.32,0.014,0.07,0.14,0.06,0.61,0.39,0.09,21-25,Primary,Exercise
0.24,0.019,0.1,0.16,0.077,0.56,0.5,0.1,26-30,Secondary,Seeking Help
0.22,0.025,0.14,0.09,0.045,0.59,0.58,0.04,15-20,Secondary,Seeking Help
0.37,0.034,0.17,0.14,0.007,0.47,0.31,0.08,26-30,Secondary,Socializing
0.3,0.014,0.12,0.15,0.046,0.64,0.26,0.11,21-25,Primary,Socializing
0.16,0.018,0.13,0.14,0.04,0.71,0.44,0.12,15-20,Secondary,Socializing
0.16,0.019,0.14,0.12,0.075,0.45,0.51,0.05,26-30,Primary,Seeking Help
0.38,0.033,0.13,0.16,0.068,0.76,0.4,0.13,21-25,Secondary,Isolation
0.4,0.014,0.13,0.26,0.066,0.67,0.35,0.13,21-25,Tertiary,Exercise
0.35,0.023,0.13,0.1,0.056,0.56,0.39,0.04,15-20,Primary,Substance Use
0.26,0.01,0.14,0.09,0.044,0.53,0.42,0.13,26-30,Primary,Socializing
0.35,0.012,0.07,0.22,0.036,0.73,0.43,0.07,15-20,Secondary,Socializing
0.24,0.021,0.13,0.14,0.064,0.55,0.25,0.11,15-20,Tertiary,Substance Use
0.33,0.023,0.13,0.19,0.081,0.77,0.11,0.07,26-30,Secondary,Seeking Help
0.46,0.022,0.12,0.15,0.012,0.65,0.5,0.14,15-20,Secondary,Exercise
0.1,0.024,0.09,0.05,0.024,0.62,0.61,0.0,15-20,Tertiary,Seeking Help
0.23,0.024,0.09,0.18,0.069,0.62,0.21,0.1,26-30,Secondary,Substance Use
0.19,0.019,0.07,0.1,0.024,0.53,0.25,0.05,21-25,No Formal Education,Exercise
0.53,0.017,0.07,0.18,0.044,0.6,0.45,0.11,21-25,Tertiary,Seeking Help
0.36,0.019,0.16,0.11,0.031,0.74,0.46,0.12,21-25,Secondary,Socializing
0.18,0.019,0.18,0.12,0.039,0.49,0.44,0.08,26-30,Primary,Socializing
0.3,0.015,0.08,0.12,0.084,0.7,0.33,0.05,21-25,Secondary,Seeking Help
0.27,0.024,0.13,0.2,0.002,0.66,0.28,0.09,21-25,Secondary,Seeking Help
0.22,0.015,0.13,0.21,0.006,0.52,0.56,0.09,21-25,Secondary,Exercise
0.21,0.024,0.14,0.24,0.087,0.66,0.16,0.06,21-25,Tertiary,Socializing
0.08,0.02,0.12,0.12,0.057,0.63,0.54,0.06,21-25,Primary,Isolation
0.21,0.021,0.16,0.16,0.059,0.6,0.43,0.1,15-20,Primary,Seeking Help
0.15,0.02,0.13,0.12,0.081,0.77,0.56,0.05,15-20,Secondary,Socializing
0.47,0.021,0.16,0.09,0.066,0.61,0.64,0.07,21-25,Tertiary,Exercise
0.24,0.017,0.13,0.18,0.047,0.61,0.5,0.05,21-25,Secondary,Seeking Help
0.22,0.028,0.1,0.17,0.084,0.66,0.34,0.13,26-30,Primary,Isolation
0.35,0.025,0.14,0.11,0.056,0.78,0.39,0.14,21-25,No Formal Education,Seeking Help
0.26,0.017,0.06,0.14,0.08,0.63,0.41,0.17,21-25,Secondary,Exercise
0.12,0.019,0.16,0.16,0.026,0.54,0.49,0.19,21-25,Primary,Seeking Help
0.23,0.022,0.13,0.15,0.042,0.5,0.43,0.05,21-25,Primary,Socializing
0.28,0.018,0.11,0.19,0.024,0.66,0.42,0.07,21-25,Secondary,Socializing
0.43,0.017,0.1,0.12,0.043,0.59,0.44,0.01,21-25,Secondary,Isolation
0.33,0.023,0.13,0.14,0.028,0.5,0.44,0.12,15-20,Primary,Socializing
0.33,0.02,0.09,0.25,0.038,0.45,0.26,0.17,21-25,No Formal Education,Isolation
0.19,0.02,0.09,0.14,0.033,0.64,0.46,0.06,21-25,Primary,Seeking Help
0.33,0.02,0.08,0.09,0.072,0.49,0.5,0.14,26-30,Tertiary,Seeking Help
0.26,0.012,0.1,0.12,0.036,0.73,0.36,0.08,21-25,Secondary,Socializing
0.31,0.03,0.12,0.12,0.061,0.59,0.49,0.17,15-20,No Formal Education,Exercise
0.19,0.016,0.17,0.14,0.057,0.49,0.63,0.08,21-25,No Formal Education,Substance Use
0.35,0.016,0.09,0.08,0.028,0.52,0.24,0.11,15-20,Secondary,Exercise
0.35,0.01,0.23,0.22,0.022,0.77,0.39,0.08,15-20,Secondary,Substance Use
0.15,0.017,0.14,0.2,0.047,0.58,0.35,0.15,21-25,Secondary,Socializing
0.22,0.025,0.1,0.2,0.073,0.46,0.33,0.13,21-25,Tertiary,Isolation
0.21,0.018,0.14,0.19,0.075,0.72,0.47,0.07,21-25,Tertiary,Seeking Help
0.38,0.014,0.13,0.15,0.045,0.58,0.36,0.08,15-20,Secondary,Seeking Help
0.4,0.022,0.09,0.23,0.042,0.62,0.22,0.1,21-25,Secondary,Seeking Help
0.12,0.019,0.11,0.11,0.076,0.56,0.45,0.23,15-20,Secondary,Isolation
0.29,0.016,0.16,0.19,0.069,0.55,0.28,0.12,21-25,Secondary,Seeking Help
0.26,0.015,0.12,0.17,0.02,0.47,0.48,0.12,26-30,Secondary,Seeking Help
0.24,0.02,0.11,0.09,0.061,0.59,0.34,0.03,21-25,No Formal Education,Isolation
0.36,0.015,0.13,0.12,0.052,0.67,0.32,0.02,15-20,Primary,Socializing
0.39,0.02,0.17,0.16,0.034,0.5,0.35,0.09,21-25,Primary,Seeking Help
0.37,0.017,0.09,0.2,0.056,0.49,0.31,0.15,15-20,Tertiary,Exercise
0.39,0.025,0.13,0.23,0.055,0.58,0.57,0.2,26-30,Secondary,Socializing
0.42,0.025,0.09,0.16,0.052,0.63,0.34,0.05,21-25,Secondary,Substance Use
0.29,0.018,0.06,0.08,0.0,0.61,0.5,0.05,21-25,Primary,Isolation
0.39,0.016,0.14,0.22,0.037,0.48,0.44,0.09,15-20,Tertiary,Seeking Help
0.37,0.018,0.16,0.11,0.091,0.57,0.48,0.05,21-25,Secondary,Socializing
0.37,0.022,0.17,0.14,0.056,0.52,0.19,0.16,21-25,Primary,Seeking Help
0.18,0.017,0.15,0.18,0.068,0.76,0.42,0.12,21-25,Primary,Exercise
0.32,0.017,0.12,0.17,0.054,0.49,0.45,0.08,15-20,No Formal Education,Exercise
0.3,0.025,0.09,0.12,0.076,0.52,0.35,0.09,15-20,Tertiary,Isolation
0.39,0.025,0.13,0.16,0.064,0.6,0.47,0.15,15-20,Primary,Socializing
0.28,0.024,0.12,0.14,0.061,0.65,0.45,0.14,15-20,Secondary,Seeking Help
0.25,0.013,0.11,0.24,0.0,0.46,0.26,0.13,26-30,Secondary,Socializing
0.33,0.01,0.13,0.22,0.068,0.48,0.31,0.16,21-25,Primary,Substance Use
0.27,0.018,0.12,0.1,0.049,0.54,0.55,0.09,15-20,Secondary,Seeking Help
0.39,0.02,0.16,0.08,0.065,0.54,0.31,0.08,15-20,Tertiary,Socializing
0.23,0.016,0.09,0.18,0.076,0.61,0.53,0.08,21-25,No Formal Education,Seeking Help
0.4,0.029,0.16,0.2,0.066,0.69,0.39,0.0,21-25,Primary,Isolation
0.18,0.02,0.1,0.13,0.043,0.52,0.39,0.09,21-25,Secondary,Isolation
0.35,0.021,0.18,0.17,0.07,0.62,0.52,0.13,21-25,Primary,Socializing
0.3,0.019,0.13,0.17,0.069,0.61,0.32,0.03,21-25,Secondary,Seeking Help
0.38,0.022,0.19,0.06,0.047,0.68,0.33,0.12,21-25,Tertiary,Substance Use
0.24,0.027,0.11,0.22,0.07,0.73,0.44,0.16,26-30,Primary,Seeking Help
0.3,0.012,0.11,0.18,0.041,0.61,0.51,0.14,15-20,Secondary,Socializing
0.32,0.026,0.13,0.18,0.08,0.45,0.39,0.04,21-25,Primary,Isolation
0.4,0.022,0.17,0.14,0.046,0.61,0.48,0.12,26-30,Secondary,Seeking Help
0.41,0.023,0.19,0.03,0.062,0.43,0.19,0.14,21-25,Secondary,Socializing
0.24,0.027,0.11,0.18,0.074,0.52,0.39,0.09,26-30,Secondary,Isolation
0.16,0.021,0.14,0.17,0.045,0.7,0.33,0.05,15-20,Tertiary,Socializing
0.24,0.01,0.12,0.1,0.041,0.55,0.51,0.12,21-25,Tertiary,Substance Use
0.22,0.029,0.08,0.17,0.061,0.5,0.41,0.05,15-20,Secondary,Socializing
0.15,0.016,0.13,0.15,0.056,0.61,0.37,0.15,21-25,Secondary,Isolation
0.25,0.015,0.12,0.1,0.018,0.57,0.53,0.15,21-25,Tertiary,Exercise
0.26,0.026,0.19,0.14,0.061,0.51,0.38,0.09,15-20,No Formal Education,Isolation
0.33,0.024,0.11,0.18,0.045,0.56,0.46,0.14,15-20,Primary,Seeking Help
0.56,0.022,0.14,0.14,0.062,0.51,0.45,0.09,26-30,Secondary,Socializing
0.27,0.015,0.15,0.16,0.04,0.53,0.44,0.16,26-30,Tertiary,Seeking Help
0.46,0.02,0.12,0.15,0.021,0.57,0.4,0.07,21-25,Primary,Socializing
0.18,0.027,0.13,0.22,0.056,0.55,0.61,0.06,15-20,Secondary,Substance Use
0.4,0.01,0.12,0.08,0.081,0.68,0.35,0.06,21-25,No Formal Education,Substance Use
0.35,0.026,0.15,0.09,0.056,0.83,0.35,0.16,26-30,Primary,Substance Use
0.24,0.022,0.14,0.24,0.053,0.66,0.31,0.12,26-30,Secondary,Substance Use
